gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
415928918	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Coventry Lake	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.77083	-72.325	5000.0						1991-07-22T00:00:00	22	7	1991	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00052174	17			CC_BY_4_0		M. Brown			2024-01-11T23:35:33.819Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415928917	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Laurel Marsh	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.77722	-72.56638	20000.0						1995-10-31T00:00:00	31	10	1995	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00052173	1			CC_BY_4_0		N. Alice Yamada			2024-01-11T23:35:33.721Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415927095	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Great Barrington	Massachusetts	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	42.1891	-73.3576	20000.0						2002-06-04T00:00:00	4	6	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00050332	21709			CC_BY_4_0		Leslie J. Mehrhoff			2024-01-11T23:35:33.467Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415926980	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Windsor Locks Canal	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.965	-72.61138	20000.0						1991-10-23T00:00:00	23	10	1991	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00050217	15384			CC_BY_4_0		Leslie J. Mehrhoff			2024-01-11T23:35:33.398Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415926759	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Noank	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.3461	-72.9769							2002-05-29T00:00:00	29	5	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00049996	21665			CC_BY_4_0		Mehrhoff, Leslie John;			2024-01-11T23:35:33.356Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415926758	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Noank	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.3404	-72.9796							2002-05-29T00:00:00	29	5	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00049995	21667			CC_BY_4_0		Mehrhoff, Leslie John;			2024-01-11T23:35:33.721Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415926509	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Weir Farm National Historic Site, Ridgefield	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.2575	-73.4581							2002-05-21T00:00:00	21	5	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00049736	21643			CC_BY_4_0		Leslie J. Mehrhoff, Elizabeth Corrigan & G. Waters			2024-01-11T23:35:33.354Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415926366	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	University of Connecticut	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.8165	-72.2603							2002-11-02T00:00:00	2	11	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00049547	22036			CC_BY_4_0		Mehrhoff, Leslie John;			2024-01-11T23:35:33.321Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415925468	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Nashua	New Hampshire	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	42.768	-71.4919							2002-10-17T00:00:00	17	10	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00048617	22015			CC_BY_4_0		Leslie J. Mehrhoff			2024-01-11T23:35:33.559Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
415925455	5288946d-5fcf-4b53-8fd3-74f4cc6b53fc		Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus		SPECIES	Celastrus orbiculatus Thunb.	Celastrus orbiculatus Thunb.		US	Buckland, Manchester	Connecticut	PRESENT		1ef55060-54da-11dd-9d47-b8a03c50a862	41.8069	-72.5592							2002-10-09T00:00:00	9	10	2002	3169169	3169169	PRESERVED_SPECIMEN	UConn	CONN	CONN00048604	21985			CC_BY_4_0		Leslie J. Mehrhoff			2024-01-11T23:35:33.071Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
4109270006	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW022672	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Kagoshima	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	31.9994	130.31							2006-06-04T00:00:00	4	6	2006	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW022672				CC_BY_4_0		S. Noshiro, H. Abe, S. Kagawa, et al.			2023-09-19T09:39:26.952Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109269926	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW023985	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Saga	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	33.2264	129.8117							2008-05-02T00:00:00	2	5	2008	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW023985				CC_BY_4_0		S. Noshiro, T. Fujii, K. Kuroda, T. Tanaka, M. Hasegawa, Y. Sasaki, S. Suzuki, M. Miura, S. Wakui, M Kumashiro			2023-09-19T09:39:26.926Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109269816	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:oFTB1006	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Ibaraki	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	36.6925	140.692							2010-06-21T00:00:00	21	6	2010	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	oFTB1006				CC_BY_4_0		M. Ohtani			2023-09-19T09:39:26.885Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109269046	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW019741	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Iwate	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	39.7389	141.4639							2002-06-26T00:00:00	26	6	2002	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW019741				CC_BY_4_0		S. Noshiro, T. Fujii, A. Kagawa, et al.			2023-09-19T09:39:26.470Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109268540	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW024321	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Nagano	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	35.7521	137.5762							2008-07-16T00:00:00	16	7	2008	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW024321				CC_BY_4_0		S. Noshiro, H. Abe, T. Fujii, M. Hakozaki, M Hasegawa, S. Nobuta, S. Suzuki, M. Miura, J. Bond			2023-09-19T09:39:26.104Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109268405	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW021540	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Shimane	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	35.1542	132.6594							2005-05-17T00:00:00	17	5	2005	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW021540				CC_BY_4_0		S. Noshiro, H. Abe, M. Suzuki, K. Yonekura, M. Oyama, M. Hasegawa, S. Suzuki, Y. Kudo, T. Takahashi, Y. Sasaki, C.-H. Gou, S.-H. An			2023-09-19T09:39:26.046Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109268225	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW025035	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Hokkaido	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	41.5592	140.213							2009-09-06T00:00:00	6	9	2009	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW025035				CC_BY_4_0		S. Noshiro, H. Abe, A. Kagawa, M. Suzuki, T. Tanaka, K. Kobayashi, M. Hakozaki, H. Uenaka, Y. Kuronuma, Y. Ito, K. Yonekura			2023-09-19T09:39:25.974Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109267708	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TD082121	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Fukushima	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	37.3275	139.563							2008-08-21T00:00:00	21	8	2008	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TD082121				CC_BY_4_0		H.Yoshimaru, S.Kikuchi			2023-09-19T09:39:25.700Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109267659	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW021412	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Toyama	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	36.4511	137.4014							2004-09-16T00:00:00	16	9	2004	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW021412				CC_BY_4_0		S.Noshiro, H.Abe, K.Yamashita, M.Hanzawa, A.Ohsawa, N.Kaneko, M.Hasegawa, K.Shiba, S.Suzuki, R.Yoshida, T.Takahashi, M.Matsumoto, Y.Iwamoto, Y.Isobe			2023-09-19T09:39:25.634Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109267624	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW021416	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Toyama	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	36.4594	137.4203							2004-09-16T00:00:00	16	9	2004	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW021416				CC_BY_4_0		S.Noshiro, H.Abe, K.Yamashita, M.Hanzawa, A.Ohsawa, N.Kaneko, M.Hasegawa, K.Shiba, S.Suzuki, R.Yoshida, T.Takahashi, M.Matsumoto, Y.Iwamoto, Y.Isobe			2023-09-19T09:39:25.589Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109267618	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:SKASH035	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Kyoto	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	35.3466	135.753							2010-06-22T00:00:00	22	6	2010	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	SKASH035				CC_BY_4_0		S. Sakaguchi (Kyoto University)			2023-09-19T09:39:25.683Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109267229	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TD082213	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Fukushima	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	37.3311	139.649							2008-08-22T00:00:00	22	8	2008	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TD082213				CC_BY_4_0		H.Yoshimaru, S.Kikuchi			2023-09-19T09:39:25.376Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109267040	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW024819	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Iwate	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	39.3447	140.8894							2009-06-04T00:00:00	4	6	2009	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW024819				CC_BY_4_0		S. Noshiro, H. Abe, A. Kagawa, et al.			2023-09-19T09:39:25.279Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109266559	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:Sakio068	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Niigata	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	38.2517	138.458							2010-07-18T00:00:00	18	7	2010	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	Sakio068				CC_BY_4_0		H. Sakio, Y. Kawakami, H. Nakayama (Niigata University)			2023-09-19T09:39:25.002Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109266548	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW024873	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Iwate	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	39.4328	140.7069							2009-06-05T00:00:00	5	6	2009	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW024873				CC_BY_4_0		S. Noshiro, H. Abe, A. Kagawa, et al.			2023-09-19T09:39:24.997Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109266488	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW021648	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Shimane	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	34.95	132.4864							2005-05-20T00:00:00	20	5	2005	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW021648				CC_BY_4_0		S. Noshiro, H. Abe, M. Suzuki, K. Yonekura, M. Oyama, M. Hasegawa, S. Suzuki, Y. Kudo, T. Takahashi, Y. Sasaki, C.-H. Gou, S.-H. An			2023-09-19T09:39:24.960Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109266248	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW017561	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Shizuoka	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	35.1333	138.0431							1998-07-24T00:00:00	24	7	1998	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW017561				CC_BY_4_0		S.Noshiro,H.Abe,T.Fujii,T.Kobayashi,Son,A.Takahashi,K.Takahashi,M.Hasegawa,R.Matuba et Al			2023-09-19T09:39:24.844Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109266095	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW025200	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Miyazaki	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	32.1037	131.1961							2010-05-27T00:00:00	27	5	2010	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW025200				CC_BY_4_0		S. Noshiro, H. Abe, M. Hasegawai, T. Tanaka, K. Kobayashi, S. Bhandari, Y. Kuronuma, T. Imai, R. Konakahara, K. Shimonou, H. Sorimachi, R. Yahya			2023-09-19T09:39:24.776Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109265969	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW024743	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	strigillosus	VARIETY	Celastrus orbiculatus var. strigillosus (Nakai) Makino	Celastrus orbiculatus var. strigillosus		JP		Ibaraki	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	36.8403	140.6342							2009-05-05T00:00:00	5	5	2009	7905441	3169169	PRESERVED_SPECIMEN	TF	JWP	TW024743				CC_BY_4_0		S. Noshiro, A. Kagawa, T. Fujii, M. Hasegawa, T. Tanaka, A. Takahashi, K. Kobayashi, Y. Kuronuma, S. Bhandari			2023-09-19T09:39:24.686Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109265920	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW023476	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Kochi	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	33.3119	133.0275							2007-05-18T00:00:00	18	5	2007	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW023476				CC_BY_4_0		S. Noshiro, H. Abe, T. Fujii, K. Nemoto, K. Yonekura, T. Tanaka, T. Takahashi, M. Matsumoto, S. Suzuki			2023-09-19T09:39:24.667Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109265608	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW021974	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Gifu	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	35.7003	136.8631							2005-08-25T00:00:00	25	8	2005	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW021974				CC_BY_4_0		S. Noshiro, T. Fujii, N. Kaneko, M. Lovave, Y. Kudo, T. Takahashi, M. Niiyama, Y. Sasaki, Y. Isobe			2023-09-19T09:39:24.516Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109265590	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TSG_53	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Tokyo	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	35.6461	139.276							2010-07-01T00:00:00	1	7	2010	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TSG_53				CC_BY_4_0		T. Katsuki			2023-09-19T09:39:24.513Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4109265279	2507f17c-4446-414e-9a41-2817a285bb74	urn:catalog:TF:JWP:TW021136	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	Celastrus orbiculatus	orbiculatus	VARIETY	Celastrus orbiculatus var. orbiculatus	Celastrus orbiculatus var. orbiculatus		JP		Miyazaki	PRESENT		c3367060-856b-11d9-8486-b8a03c50a862	32.7972	131.4847							2004-05-30T00:00:00	30	5	2004	7265582	3169169	PRESERVED_SPECIMEN	TF	JWP	TW021136				CC_BY_4_0		S.Noshiro, A.Kagawa, M.Seki, M.Hanzawa, A.Ohsawa, S.Kaneko, S.Suzuki, Y.Kudoh, M.Hasegawa			2023-09-19T09:39:24.376Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
